properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_spouse, has_educated_at, has_native_language, has_occupation",6,1554,9324
"has_place_of_death, has_gender, has_spouse, has_position_held, has_child, has_educated_at, has_award_received",7,1332,9324
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",9,1036,9324
"has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",7,1332,9324
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_birth, has_notable_work",7,1332,9324
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death",6,1554,9324
"has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",7,1332,9324
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1036,9324
"has_place_of_death, has_spouse, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1554,9324
"has_place_of_birth, has_spouse, has_employer, has_date_of_birth",4,2330,9320
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1165,9320
"has_position_held, has_educated_at, has_employer, has_award_received, has_date_of_birth",5,1864,9320
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_religion",6,1553,9318
"has_place_of_death, has_spouse, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1553,9318
"has_place_of_death, has_spouse, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1553,9318
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language",6,1553,9318
"has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1553,9318
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",6,1553,9318
"has_place_of_death, has_gender, has_spouse, has_educated_at, has_native_language, has_date_of_death",6,1553,9318
"has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1553,9318
"has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",7,1331,9317
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_notable_work",7,1331,9317
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_notable_work",7,1331,9317
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",9,1035,9315
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",6,1552,9312
"has_place_of_birth, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",6,1552,9312
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_native_language, has_date_of_death",6,1552,9312
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_field_of_work, has_date_of_death",6,1552,9312
"has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1552,9312
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",6,1552,9312
"has_place_of_death, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",7,1330,9310
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_position_held, has_educated_at, has_award_received",7,1330,9310
"has_place_of_death, has_gender, has_father, has_mother, has_date_of_death, has_date_of_birth, has_cause_of_death",7,1330,9310
"has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_cause_of_death",7,1330,9310
"has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_birth, has_cause_of_death",7,1330,9310
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_native_language",4,2327,9308
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",6,1551,9306
"has_gender, has_spouse, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1551,9306
"has_place_of_birth, has_father, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",6,1551,9306
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_notable_work",9,1034,9306
"has_place_of_birth, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1329,9303
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",7,1329,9303
"has_place_of_birth, has_gender, has_father, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1329,9303
"has_gender, has_spouse, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1329,9303
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",7,1329,9303
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_religion",6,1550,9300
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1033,9297
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death",9,1033,9297
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",9,1033,9297
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth, has_cause_of_death",9,1033,9297
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_cause_of_death",9,1033,9297
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1033,9297
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1033,9297
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1162,9296
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_employer",4,2324,9296
"has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_religion",6,1549,9294
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_notable_work",7,1327,9289
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_field_of_work, has_occupation, has_award_received",7,1327,9289
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_position_held, has_child, has_award_received",7,1327,9289
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_employer, has_date_of_death, has_date_of_birth",9,1032,9288
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1161,9288
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",9,1032,9288
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth, has_religion",6,1547,9282
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_date_of_birth, has_religion",6,1547,9282
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_date_of_birth, has_religion",6,1547,9282
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_religion",7,1326,9282
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation",6,1547,9282
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth, has_religion",6,1547,9282
"has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_notable_work",5,1856,9280
"has_gender, has_educated_at, has_occupation, has_date_of_death, has_notable_work",5,1856,9280
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth, has_religion",9,1031,9279
"has_country_of_citizenship, has_position_held, has_educated_at, has_employer, has_award_received",5,1855,9275
"has_gender, has_educated_at, has_date_of_death, has_date_of_birth, has_notable_work",5,1855,9275
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death, has_religion",8,1159,9272
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,1545,9270
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_death",6,1545,9270
"has_place_of_birth, has_place_of_death, has_father, has_child, has_educated_at, has_award_received",6,1545,9270
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_date_of_death",6,1545,9270
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_date_of_birth",6,1545,9270
"has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth, has_religion",7,1324,9268
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1158,9264
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death, has_religion",8,1158,9264
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1158,9264
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_cause_of_death",7,1323,9261
"has_place_of_death, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",7,1323,9261
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_cause_of_death",7,1323,9261
"has_place_of_death, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",7,1323,9261
"has_place_of_death, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",7,1323,9261
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",7,1323,9261
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_cause_of_death",5,1852,9260
"has_place_of_birth, has_place_of_death, has_father, has_date_of_death, has_cause_of_death",5,1852,9260
"has_place_of_birth, has_place_of_death, has_father, has_occupation, has_cause_of_death",5,1852,9260
"has_place_of_birth, has_place_of_death, has_father, has_date_of_birth, has_cause_of_death",5,1852,9260
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",6,1543,9258
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1157,9256
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",7,1322,9254
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received",7,1322,9254
"has_place_of_birth, has_spouse, has_educated_at, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1322,9254
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received",7,1322,9254
"has_place_of_birth, has_gender, has_spouse, has_field_of_work, has_occupation, has_award_received",6,1542,9252
"has_place_of_birth, has_gender, has_child, has_field_of_work, has_occupation, has_date_of_birth",6,1542,9252
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth, has_notable_work",7,1321,9247
"has_place_of_death, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received",7,1320,9240
"has_place_of_birth, has_position_held, has_educated_at, has_employer, has_date_of_death",5,1848,9240
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_position_held, has_educated_at, has_award_received",7,1320,9240
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_death, has_religion",5,1847,9235
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_religion",6,1539,9234
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_child, has_award_received",6,1539,9234
"has_gender, has_father, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1539,9234
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_religion",6,1539,9234
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_cause_of_death",5,1846,9230
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_religion",6,1538,9228
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth, has_religion",6,1538,9228
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_religion",6,1538,9228
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",7,1318,9226
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",7,1318,9226
"has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1318,9226
"has_place_of_death, has_position_held, has_occupation, has_religion",4,2306,9224
"has_place_of_death, has_gender, has_position_held, has_religion",4,2306,9224
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language",6,1537,9222
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_birth, has_cause_of_death",6,1537,9222
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",6,1537,9222
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1537,9222
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1537,9222
"has_place_of_birth, has_gender, has_spouse, has_field_of_work, has_award_received, has_date_of_birth",6,1537,9222
"has_place_of_birth, has_spouse, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1537,9222
"has_gender, has_spouse, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",6,1537,9222
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",6,1537,9222
"has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1537,9222
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_cause_of_death",6,1537,9222
"has_place_of_death, has_position_held, has_date_of_death, has_religion",4,2305,9220
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_notable_work",5,1844,9220
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_notable_work",5,1844,9220
"has_place_of_death, has_position_held, has_date_of_birth, has_religion",4,2305,9220
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",7,1317,9219
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",9,1024,9216
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth, has_religion",6,1536,9216
"has_place_of_birth, has_place_of_death, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1024,9216
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1024,9216
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1024,9216
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_educated_at, has_native_language",6,1536,9216
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_award_received, has_date_of_birth",8,1152,9216
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death",9,1024,9216
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1152,9216
"has_place_of_birth, has_place_of_death, has_spouse, has_educated_at, has_native_language, has_date_of_birth",6,1536,9216
"has_place_of_birth, has_place_of_death, has_spouse, has_educated_at, has_native_language, has_occupation",6,1536,9216
"has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_notable_work",5,1843,9215
"has_place_of_death, has_gender, has_spouse, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1316,9212
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_notable_work",7,1316,9212
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_employer",6,1535,9210
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_birth",6,1535,9210
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language",6,1535,9210
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death",6,1535,9210
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",6,1535,9210
"has_place_of_birth, has_place_of_death, has_spouse, has_educated_at, has_native_language, has_date_of_death",6,1535,9210
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer",6,1535,9210
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1023,9207
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_death, has_date_of_birth",9,1023,9207
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death",6,1534,9204
"has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",8,1150,9200
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_religion",8,1150,9200
"has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1150,9200
"has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",8,1150,9200
"has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1150,9200
"has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1150,9200
"has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1150,9200
"has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_date_of_birth",8,1150,9200
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",7,1314,9198
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",7,1314,9198
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_religion",7,1314,9198
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_cause_of_death",9,1022,9198
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1149,9192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_cause_of_death",6,1532,9192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_cause_of_death",8,1149,9192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1149,9192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth, has_cause_of_death",8,1149,9192
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",6,1532,9192
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_field_of_work, has_award_received",6,1532,9192
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",9,1021,9189
"has_educated_at, has_field_of_work, has_native_language, has_date_of_birth",4,2297,9188
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_death",6,1531,9186
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_death, has_date_of_birth",6,1531,9186
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_death",6,1531,9186
"has_place_of_death, has_country_of_citizenship, has_position_held, has_religion",4,2296,9184
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_native_language, has_date_of_birth",7,1312,9184
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_native_language, has_occupation",7,1312,9184
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_native_language, has_occupation",7,1312,9184
"has_place_of_birth, has_father, has_mother, has_spouse, has_native_language, has_occupation, has_date_of_birth",7,1312,9184
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_native_language, has_date_of_birth",7,1312,9184
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_religion",7,1312,9184
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_native_language",7,1312,9184
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1311,9177
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",7,1311,9177
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",7,1311,9177
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",7,1311,9177
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1147,9176
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1147,9176
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_religion",9,1019,9171
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth, has_notable_work",7,1310,9170
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_notable_work",7,1310,9170
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth, has_notable_work",7,1310,9170
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth, has_religion",6,1528,9168
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_religion",6,1528,9168
"has_place_of_death, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",5,1833,9165
"has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_award_received",5,1833,9165
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_award_received",5,1833,9165
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1018,9162
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",6,1527,9162
"has_place_of_death, has_educated_at, has_field_of_work, has_award_received, has_date_of_death",5,1832,9160
"has_place_of_death, has_educated_at, has_employer, has_award_received",4,2290,9160
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,1308,9156
"has_place_of_birth, has_place_of_death, has_position_held, has_child, has_award_received",5,1831,9155
"has_place_of_birth, has_gender, has_child, has_native_language, has_date_of_death",5,1831,9155
"has_place_of_birth, has_child, has_native_language, has_occupation, has_date_of_death",5,1831,9155
"has_place_of_birth, has_child, has_native_language, has_date_of_death, has_date_of_birth",5,1831,9155
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth, has_religion",6,1525,9150
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth, has_religion",6,1525,9150
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death, has_religion",8,1143,9144
"has_place_of_death, has_educated_at, has_native_language, has_award_received, has_date_of_birth",5,1828,9140
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_award_received",5,1828,9140
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_award_received",5,1828,9140
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1142,9136
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",9,1015,9135
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_field_of_work, has_occupation",6,1522,9132
"has_place_of_death, has_educated_at, has_native_language, has_award_received, has_date_of_death",5,1826,9130
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",9,1014,9126
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_award_received",9,1014,9126
"has_place_of_birth, has_country_of_citizenship, has_child, has_field_of_work, has_occupation, has_date_of_birth",6,1521,9126
