properties,num_properties,coverage,score
"has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",4,2802,11208
"has_place_of_death, has_gender, has_educated_at, has_occupation",4,2802,11208
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation",4,2797,11188
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death",4,2797,11188
"has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",4,2797,11188
"has_place_of_death, has_gender, has_educated_at, has_date_of_death",4,2797,11188
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_birth",4,2797,11188
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at",4,2797,11188
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death",4,2793,11172
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",6,1859,11154
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",4,2723,10892
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",4,2723,10892
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",4,2723,10892
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2718,10872
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at",4,2718,10872
"has_position_held, has_educated_at, has_native_language, has_occupation",4,2664,10656
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",4,2664,10656
"has_gender, has_position_held, has_educated_at, has_native_language",4,2664,10656
"has_position_held, has_educated_at, has_native_language, has_date_of_birth",4,2663,10652
"has_place_of_birth, has_position_held, has_educated_at, has_native_language",4,2658,10632
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,1734,10404
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2073,10365
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_academic_degree",5,2071,10355
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1725,10350
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,2068,10340
"has_place_of_death, has_gender, has_occupation, has_date_of_birth, has_academic_degree",5,2068,10340
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_academic_degree",5,2067,10335
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2066,10330
"has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,2066,10330
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,2066,10330
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received",5,2066,10330
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,2066,10330
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_birth",5,2066,10330
"has_place_of_death, has_gender, has_date_of_death, has_date_of_birth, has_academic_degree",5,2066,10330
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,2065,10325
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,2065,10325
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_academic_degree",5,2064,10320
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_birth, has_academic_degree",5,2063,10315
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_birth, has_academic_degree",5,2063,10315
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_academic_degree",5,2062,10310
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_academic_degree",5,2062,10310
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_academic_degree",5,2062,10310
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",5,2062,10310
"has_place_of_birth, has_place_of_death, has_date_of_death, has_date_of_birth, has_academic_degree",5,2061,10305
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,2060,10300
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,2059,10295
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received",5,2059,10295
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,2059,10295
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_academic_degree",5,2058,10290
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1715,10290
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_academic_degree",5,2058,10290
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1715,10290
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1715,10290
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_academic_degree",5,2057,10285
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,2056,10280
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1710,10260
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1709,10254
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1708,10248
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1708,10248
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_birth",5,2049,10245
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1705,10230
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1705,10230
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1705,10230
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1703,10218
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1703,10218
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1703,10218
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,1698,10188
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1698,10188
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",6,1698,10188
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1698,10188
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1698,10188
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1132,10188
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1698,10188
"has_place_of_death, has_gender, has_position_held, has_occupation, has_academic_degree",5,2020,10100
"has_place_of_death, has_gender, has_position_held, has_date_of_death, has_academic_degree",5,2018,10090
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",5,2018,10090
"has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,2018,10090
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_academic_degree",5,2018,10090
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",5,2016,10080
"has_place_of_death, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",5,2015,10075
"has_place_of_death, has_gender, has_position_held, has_date_of_birth, has_academic_degree",5,2015,10075
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",5,2013,10065
"has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,2013,10065
"has_gender, has_occupation, has_award_received, has_date_of_death",4,2516,10064
"has_gender, has_award_received, has_date_of_death, has_date_of_birth",4,2516,10064
"has_occupation, has_award_received, has_date_of_death, has_date_of_birth",4,2516,10064
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_academic_degree",5,2011,10055
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_academic_degree",5,2011,10055
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_birth, has_academic_degree",5,2010,10050
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_academic_degree",5,2009,10045
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death, has_academic_degree",5,2009,10045
"has_place_of_birth, has_gender, has_award_received, has_date_of_death",4,2504,10016
"has_place_of_birth, has_award_received, has_date_of_death, has_date_of_birth",4,2504,10016
"has_place_of_birth, has_occupation, has_award_received, has_date_of_death",4,2504,10016
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,1666,9996
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,1665,9990
"has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1665,9990
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_birth",6,1665,9990
"has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1665,9990
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1665,9990
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received",6,1665,9990
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1664,9984
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1664,9984
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_death",6,1664,9984
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",4,2492,9968
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",4,2492,9968
"has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",4,2492,9968
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,1659,9954
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",6,1659,9954
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",6,1659,9954
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received",6,1658,9948
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",6,1658,9948
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1658,9948
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1658,9948
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,1658,9948
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",6,1658,9948
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,1657,9942
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_death",4,2480,9920
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1407,9849
"has_place_of_death, has_gender, has_award_received, has_date_of_birth",4,2449,9796
"has_place_of_death, has_gender, has_occupation, has_award_received",4,2449,9796
"has_place_of_death, has_occupation, has_award_received, has_date_of_birth",4,2449,9796
"has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",4,2446,9784
"has_place_of_death, has_gender, has_award_received, has_date_of_death",4,2446,9784
"has_place_of_death, has_occupation, has_award_received, has_date_of_death",4,2446,9784
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,1630,9780
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,1630,9780
"has_place_of_birth, has_place_of_death, has_gender, has_award_received",4,2445,9780
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation",6,1630,9780
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received",4,2445,9780
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_birth",4,2445,9780
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_birth",6,1630,9780
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1628,9768
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death",6,1628,9768
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1628,9768
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1628,9768
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1628,9768
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death",4,2442,9768
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1628,9768
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",4,2426,9704
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",4,2426,9704
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",4,2426,9704
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",4,2423,9692
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received",4,2422,9688
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",6,1613,9678
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",6,1613,9678
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",6,1613,9678
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",6,1613,9678
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",6,1613,9678
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",6,1613,9678
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1611,9666
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1611,9666
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",6,1611,9666
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",6,1611,9666
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,1929,9645
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1204,9632
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,1363,9541
"has_gender, has_occupation, has_date_of_death, has_academic_degree",4,2381,9524
"has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",4,2375,9500
"has_gender, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,2375,9500
"has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",4,2374,9496
"has_gender, has_date_of_death, has_date_of_birth, has_academic_degree",4,2374,9496
"has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",4,2368,9472
"has_place_of_birth, has_occupation, has_date_of_death, has_academic_degree",4,2358,9432
"has_place_of_birth, has_gender, has_date_of_death, has_academic_degree",4,2358,9432
"has_place_of_birth, has_date_of_death, has_date_of_birth, has_academic_degree",4,2357,9428
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,2352,9408
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",5,1866,9330
"has_gender, has_position_held, has_date_of_death, has_academic_degree",4,2328,9312
"has_position_held, has_occupation, has_date_of_death, has_academic_degree",4,2328,9312
"has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",4,2326,9304
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,1859,9295
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,1859,9295
"has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",4,2321,9284
"has_gender, has_field_of_work, has_occupation, has_date_of_birth",4,2313,9252
"has_place_of_birth, has_position_held, has_date_of_death, has_academic_degree",4,2305,9220
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1135,9080
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",8,1134,9072
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",8,1132,9056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",8,1132,9056
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1132,9056
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1132,9056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1123,8984
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_birth",5,1786,8930
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",5,1778,8890
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer",5,1742,8710
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",5,1734,8670
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",5,1734,8670
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1238,8666
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1726,8630
"has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1725,8625
"has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1725,8625
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1715,8575
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1715,8575
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_death",5,1715,8575
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",8,1070,8560
"has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1710,8550
"has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1710,8550
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1710,8550
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1709,8545
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",5,1709,8545
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1708,8540
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1705,8525
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death",5,1705,8525
"has_place_of_birth, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1705,8525
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1703,8515
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1703,8515
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1703,8515
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",5,1698,8490
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1698,8490
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1415,8490
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1212,8484
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1409,8454
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1207,8449
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",6,1408,8448
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1407,8442
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",6,1407,8442
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1204,8428
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",7,1204,8428
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1204,8428
"has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,1666,8330
"has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_birth",5,1666,8330
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received",5,1666,8330
"has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_death",5,1665,8325
"has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1665,8325
"has_place_of_death, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1665,8325
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_award_received",5,1665,8325
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_award_received",5,1665,8325
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received, has_date_of_birth",5,1665,8325
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received, has_date_of_death",5,1664,8320
"has_gender, has_position_held, has_occupation, has_award_received",4,2075,8300
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,1659,8295
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received",5,1659,8295
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,1659,8295
"has_position_held, has_occupation, has_award_received, has_date_of_birth",4,2073,8292
"has_place_of_death, has_gender, has_occupation, has_academic_degree",4,2073,8292
"has_gender, has_position_held, has_award_received, has_date_of_birth",4,2073,8292
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received",5,1658,8290
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1658,8290
"has_place_of_death, has_occupation, has_date_of_death, has_academic_degree",4,2071,8284
"has_place_of_death, has_gender, has_date_of_death, has_academic_degree",4,2071,8284
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received",4,2068,8272
"has_gender, has_country_of_citizenship, has_position_held, has_award_received",4,2068,8272
"has_place_of_death, has_occupation, has_date_of_birth, has_academic_degree",4,2068,8272
"has_place_of_death, has_gender, has_date_of_birth, has_academic_degree",4,2068,8272
"has_place_of_death, has_country_of_citizenship, has_occupation, has_academic_degree",4,2067,8268
"has_place_of_death, has_gender, has_country_of_citizenship, has_academic_degree",4,2067,8268
"has_place_of_death, has_date_of_death, has_date_of_birth, has_academic_degree",4,2066,8264
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",4,2066,8264
"has_place_of_birth, has_gender, has_position_held, has_award_received",4,2066,8264
"has_place_of_birth, has_position_held, has_occupation, has_award_received",4,2066,8264
"has_place_of_birth, has_position_held, has_award_received, has_date_of_birth",4,2066,8264
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,2065,8260
"has_place_of_birth, has_place_of_death, has_gender, has_academic_degree",4,2064,8256
"has_place_of_birth, has_place_of_death, has_occupation, has_academic_degree",4,2064,8256
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1376,8256
"has_place_of_birth, has_place_of_death, has_date_of_birth, has_academic_degree",4,2063,8252
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_academic_degree",4,2062,8248
"has_place_of_birth, has_place_of_death, has_date_of_death, has_academic_degree",4,2062,8248
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1374,8244
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received",4,2059,8236
"has_place_of_birth, has_gender, has_field_of_work, has_occupation",4,2059,8236
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_academic_degree",4,2058,8232
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_birth",4,2049,8196
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_birth",4,2049,8196
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,1363,8178
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1363,8178
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,1363,8178
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1167,8169
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,1630,8150
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_birth",5,1630,8150
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation",5,1630,8150
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation",5,1630,8150
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_date_of_birth",5,1630,8150
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at",5,1630,8150
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_date_of_death",5,1628,8140
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death",5,1628,8140
"has_place_of_death, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1628,8140
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1628,8140
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1014,8112
"has_place_of_death, has_gender, has_position_held, has_academic_degree",4,2020,8080
"has_place_of_death, has_position_held, has_occupation, has_academic_degree",4,2020,8080
"has_place_of_death, has_country_of_citizenship, has_position_held, has_academic_degree",4,2018,8072
"has_place_of_death, has_position_held, has_date_of_death, has_academic_degree",4,2018,8072
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,1613,8065
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at",5,1613,8065
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,1613,8065
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",5,1613,8065
"has_place_of_death, has_position_held, has_date_of_birth, has_academic_degree",4,2015,8060
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",5,1611,8055
"has_place_of_birth, has_place_of_death, has_position_held, has_academic_degree",4,2011,8044
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,1140,7980
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1137,7959
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1135,7945
