properties,num_properties,coverage,score
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_birth",6,1032,6192
"has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",6,1032,6192
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",6,1032,6192
"has_place_of_death, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1032,6192
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_academic_degree",6,1032,6192
"has_place_of_death, has_gender, has_educated_at, has_employer, has_award_received, has_date_of_birth",6,1032,6192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",6,1032,6192
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_award_received",6,1032,6192
"has_place_of_death, has_gender, has_educated_at, has_employer, has_award_received, has_date_of_death",6,1032,6192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",6,1030,6180
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",6,1030,6180
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work",4,1544,6176
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1029,6174
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1029,6174
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1029,6174
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1028,6168
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1028,6168
"has_gender, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1028,6168
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1028,6168
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_award_received",5,1233,6165
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_award_received",5,1233,6165
"has_place_of_birth, has_place_of_death, has_employer, has_award_received, has_date_of_birth",5,1233,6165
"has_place_of_birth, has_place_of_death, has_employer, has_award_received, has_date_of_death",5,1233,6165
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at",4,1541,6164
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_academic_degree",6,1027,6162
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_academic_degree",6,1027,6162
"has_place_of_birth, has_gender, has_child, has_educated_at, has_occupation, has_date_of_birth",6,1027,6162
"has_place_of_birth, has_position_held, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",6,1027,6162
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1026,6156
"has_gender, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1229,6145
"has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1229,6145
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1229,6145
"has_gender, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1228,6140
"has_educated_at, has_occupation, has_award_received, has_academic_degree",4,1533,6132
"has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",4,1533,6132
"has_gender, has_educated_at, has_award_received, has_academic_degree",4,1533,6132
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,1021,6126
"has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1021,6126
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,1021,6126
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer",6,1019,6114
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer",6,1019,6114
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",6,1018,6108
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",6,1017,6102
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1017,6102
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_academic_degree",6,1017,6102
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1017,6102
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",6,1017,6102
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1017,6102
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_academic_degree",6,1017,6102
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_award_received",6,1014,6084
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received",6,1014,6084
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_birth",6,1014,6084
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death",6,1014,6084
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer, has_award_received",6,1013,6078
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_academic_degree",6,1013,6078
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation, has_award_received",6,1013,6078
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_award_received, has_date_of_birth",6,1013,6078
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer, has_award_received",6,1013,6078
"has_place_of_birth, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1013,6078
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_award_received, has_date_of_death",6,1013,6078
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_award_received, has_date_of_birth",6,1013,6078
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth, has_academic_degree",6,1013,6078
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_academic_degree",6,1013,6078
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_academic_degree",6,1013,6078
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1012,6072
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation",4,1518,6072
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship",4,1518,6072
"has_gender, has_country_of_citizenship, has_child, has_occupation",4,1518,6072
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_award_received",5,1213,6065
"has_place_of_birth, has_father, has_country_of_citizenship, has_date_of_birth",4,1516,6064
"has_place_of_birth, has_educated_at, has_award_received, has_academic_degree",4,1516,6064
"has_gender, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1211,6055
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation",6,1009,6054
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",6,1009,6054
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth",6,1009,6054
"has_gender, has_country_of_citizenship, has_child, has_date_of_birth",4,1513,6052
"has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",4,1513,6052
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",6,1007,6042
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received",6,1007,6042
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,1007,6042
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,1006,6036
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,1006,6036
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,1006,6036
"has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1205,6025
"has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1204,6020
"has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",5,1204,6020
"has_country_of_citizenship, has_educated_at, has_award_received, has_academic_degree",4,1501,6004
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_employer",5,1193,5965
"has_place_of_birth, has_gender, has_field_of_work, has_employer, has_date_of_birth",5,1192,5960
"has_place_of_birth, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1192,5960
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1188,5940
"has_place_of_birth, has_gender, has_field_of_work, has_award_received, has_date_of_death",5,1188,5940
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1188,5940
"has_place_of_birth, has_gender, has_child, has_occupation",4,1469,5876
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer",5,1175,5875
"has_place_of_birth, has_gender, has_child, has_date_of_birth",4,1468,5872
"has_place_of_birth, has_child, has_occupation, has_date_of_birth",4,1468,5872
"has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",5,1174,5870
"has_gender, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_birth",5,1171,5855
"has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1171,5855
"has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1170,5850
"has_gender, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",5,1170,5850
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work",4,1459,5836
"has_educated_at, has_field_of_work, has_occupation, has_award_received",4,1456,5824
"has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",4,1456,5824
"has_gender, has_educated_at, has_field_of_work, has_award_received",4,1456,5824
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1158,5790
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1158,5790
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1157,5785
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1154,5770
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1154,5770
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_date_of_death",5,1154,5770
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1150,5750
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1150,5750
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",5,1150,5750
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation",4,1434,5736
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child",4,1434,5736
"has_place_of_birth, has_country_of_citizenship, has_child, has_date_of_birth",4,1433,5732
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer",5,1142,5710
"has_gender, has_father, has_educated_at, has_occupation, has_date_of_birth",5,1142,5710
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_employer",5,1142,5710
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_birth",5,1141,5705
"has_educated_at, has_native_language, has_occupation, has_award_received",4,1426,5704
"has_gender, has_educated_at, has_native_language, has_award_received",4,1426,5704
"has_educated_at, has_native_language, has_award_received, has_date_of_birth",4,1425,5700
"has_place_of_birth, has_educated_at, has_field_of_work, has_award_received",4,1422,5688
"has_place_of_death, has_gender, has_child, has_occupation, has_date_of_death",5,1136,5680
"has_place_of_death, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1134,5670
"has_place_of_death, has_gender, has_child, has_date_of_death, has_date_of_birth",5,1134,5670
"has_place_of_death, has_gender, has_child, has_occupation, has_date_of_birth",5,1134,5670
"has_place_of_birth, has_gender, has_child, has_occupation, has_date_of_death",5,1131,5655
"has_place_of_death, has_gender, has_field_of_work, has_award_received, has_date_of_death",5,1130,5650
"has_place_of_birth, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1130,5650
"has_place_of_birth, has_gender, has_child, has_date_of_death, has_date_of_birth",5,1130,5650
"has_place_of_death, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1130,5650
"has_place_of_death, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,1130,5650
"has_place_of_death, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1130,5650
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received",5,1130,5650
"has_place_of_death, has_gender, has_field_of_work, has_award_received, has_date_of_birth",5,1130,5650
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation",5,1124,5620
"has_place_of_birth, has_educated_at, has_native_language, has_award_received",4,1403,5612
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received",4,1403,5612
"has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",5,1122,5610
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,1122,5610
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",5,1121,5605
"has_gender, has_spouse, has_occupation, has_date_of_death",4,1397,5588
"has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,1116,5580
"has_gender, has_spouse, has_date_of_death, has_date_of_birth",4,1395,5580
"has_spouse, has_occupation, has_date_of_death, has_date_of_birth",4,1395,5580
"has_gender, has_educated_at, has_employer, has_award_received, has_date_of_death",5,1116,5580
"has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",5,1116,5580
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1112,5560
"has_gender, has_position_held, has_occupation, has_academic_degree",4,1388,5552
"has_gender, has_position_held, has_date_of_birth, has_academic_degree",4,1387,5548
"has_position_held, has_occupation, has_date_of_birth, has_academic_degree",4,1387,5548
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_award_received",5,1105,5525
"has_place_of_birth, has_place_of_death, has_field_of_work, has_award_received, has_date_of_death",5,1105,5525
"has_place_of_birth, has_place_of_death, has_field_of_work, has_award_received, has_date_of_birth",5,1105,5525
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_award_received",5,1105,5525
"has_country_of_citizenship, has_educated_at, has_native_language, has_award_received",4,1380,5520
"has_place_of_birth, has_gender, has_father, has_educated_at, has_occupation",5,1103,5515
"has_place_of_birth, has_father, has_educated_at, has_occupation, has_date_of_birth",5,1101,5505
"has_place_of_birth, has_gender, has_father, has_educated_at, has_date_of_birth",5,1101,5505
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",5,1101,5505
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_date_of_death",5,1101,5505
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation",5,1101,5505
"has_gender, has_occupation, has_employer, has_date_of_birth, has_academic_degree",5,1100,5500
"has_place_of_birth, has_position_held, has_date_of_birth, has_academic_degree",4,1374,5496
"has_place_of_birth, has_position_held, has_occupation, has_academic_degree",4,1374,5496
"has_place_of_birth, has_gender, has_position_held, has_academic_degree",4,1374,5496
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1099,5495
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_date_of_birth",5,1099,5495
"has_place_of_death, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",5,1099,5495
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",5,1098,5490
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_date_of_death",5,1098,5490
"has_place_of_birth, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",5,1097,5485
"has_gender, has_position_held, has_native_language, has_occupation, has_date_of_birth",5,1097,5485
"has_gender, has_educated_at, has_field_of_work, has_occupation, has_employer",5,1096,5480
"has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death",5,1095,5475
"has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1094,5470
"has_position_held, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",5,1094,5470
"has_gender, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",5,1094,5470
"has_gender, has_position_held, has_occupation, has_award_received, has_academic_degree",5,1094,5470
"has_gender, has_position_held, has_award_received, has_date_of_birth, has_academic_degree",5,1094,5470
"has_employer, has_award_received, has_date_of_death, has_date_of_birth",4,1366,5464
"has_occupation, has_employer, has_award_received, has_date_of_death",4,1366,5464
"has_gender, has_employer, has_award_received, has_date_of_death",4,1366,5464
"has_position_held, has_educated_at, has_award_received, has_date_of_death",4,1366,5464
"has_gender, has_country_of_citizenship, has_position_held, has_academic_degree",4,1365,5460
"has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",4,1365,5460
"has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",4,1364,5456
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",4,1360,5440
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_death",4,1360,5440
"has_place_of_birth, has_position_held, has_award_received, has_date_of_birth, has_academic_degree",5,1087,5435
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at",5,1087,5435
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_academic_degree",5,1087,5435
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_occupation",5,1087,5435
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_academic_degree",5,1087,5435
"has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,1358,5432
"has_place_of_birth, has_place_of_death, has_child, has_occupation, has_date_of_birth",5,1086,5430
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation",5,1086,5430
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_date_of_birth",5,1086,5430
"has_place_of_birth, has_place_of_death, has_child, has_date_of_death, has_date_of_birth",5,1086,5430
"has_place_of_birth, has_place_of_death, has_child, has_occupation, has_date_of_death",5,1086,5430
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_date_of_death",5,1086,5430
"has_place_of_birth, has_educated_at, has_employer, has_award_received, has_date_of_death",5,1085,5425
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,1085,5425
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_academic_degree",4,1352,5408
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_academic_degree",5,1077,5385
"has_place_of_birth, has_gender, has_occupation, has_employer, has_academic_degree",5,1077,5385
"has_place_of_birth, has_gender, has_employer, has_date_of_birth, has_academic_degree",5,1077,5385
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth, has_academic_degree",5,1077,5385
"has_place_of_birth, has_occupation, has_employer, has_date_of_birth, has_academic_degree",5,1077,5385
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_academic_degree",5,1077,5385
"has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",4,1341,5364
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_academic_degree",5,1071,5355
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_academic_degree",5,1071,5355
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_occupation",5,1070,5350
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth, has_academic_degree",5,1070,5350
"has_gender, has_country_of_citizenship, has_employer, has_date_of_birth, has_academic_degree",5,1070,5350
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation",5,1068,5340
"has_place_of_birth, has_position_held, has_native_language, has_occupation, has_date_of_birth",5,1068,5340
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death",5,1068,5340
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_date_of_birth",5,1068,5340
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death",5,1068,5340
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth",5,1067,5335
"has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",5,1067,5335
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,1067,5335
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",5,1066,5330
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",5,1066,5330
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",5,1066,5330
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received",5,1066,5330
"has_gender, has_father, has_occupation, has_date_of_death, has_date_of_birth",5,1065,5325
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_employer",5,1064,5320
"has_gender, has_educated_at, has_occupation, has_employer, has_academic_degree",5,1064,5320
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_employer",5,1064,5320
"has_gender, has_educated_at, has_employer, has_date_of_birth, has_academic_degree",5,1063,5315
"has_educated_at, has_occupation, has_employer, has_date_of_birth, has_academic_degree",5,1063,5315
"has_place_of_birth, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",5,1063,5315
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",5,1062,5310
"has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1060,5300
"has_place_of_death, has_gender, has_spouse, has_date_of_death",4,1322,5288
"has_place_of_death, has_spouse, has_occupation, has_date_of_death",4,1322,5288
"has_place_of_death, has_gender, has_spouse, has_occupation",4,1322,5288
"has_place_of_death, has_gender, has_spouse, has_date_of_birth",4,1321,5284
"has_place_of_death, has_spouse, has_occupation, has_date_of_birth",4,1321,5284
"has_place_of_death, has_spouse, has_date_of_death, has_date_of_birth",4,1321,5284
"has_place_of_birth, has_employer, has_award_received, has_date_of_death",4,1319,5276
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation",5,1055,5275
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_date_of_death",5,1055,5275
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child",5,1055,5275
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_gender, has_spouse, has_date_of_death",4,1318,5272
"has_place_of_birth, has_spouse, has_date_of_death, has_date_of_birth",4,1318,5272
"has_place_of_birth, has_spouse, has_occupation, has_date_of_death",4,1318,5272
"has_gender, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1053,5265
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language",5,1052,5260
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_birth",5,1052,5260
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death",5,1052,5260
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation",5,1052,5260
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_academic_degree",5,1049,5245
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_birth, has_academic_degree",5,1049,5245
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_academic_degree",5,1049,5245
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_award_received",5,1048,5240
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer",5,1045,5225
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer",5,1045,5225
"has_gender, has_occupation, has_date_of_death, has_cause_of_death",4,1306,5224
"has_gender, has_occupation, has_date_of_birth, has_cause_of_death",4,1306,5224
"has_gender, has_date_of_death, has_date_of_birth, has_cause_of_death",4,1306,5224
"has_position_held, has_educated_at, has_occupation, has_academic_degree",4,1306,5224
"has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",4,1306,5224
"has_gender, has_position_held, has_educated_at, has_academic_degree",4,1306,5224
"has_position_held, has_educated_at, has_date_of_birth, has_academic_degree",4,1305,5220
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",5,1043,5215
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_academic_degree",5,1041,5205
"has_place_of_birth, has_educated_at, has_employer, has_date_of_birth, has_academic_degree",5,1041,5205
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_academic_degree",5,1041,5205
"has_place_of_birth, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,1037,5185
"has_place_of_birth, has_gender, has_date_of_death, has_date_of_birth, has_academic_degree",5,1037,5185
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_academic_degree",5,1037,5185
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship",4,1294,5176
"has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_death",4,1294,5176
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation",4,1294,5176
"has_place_of_birth, has_position_held, has_educated_at, has_academic_degree",4,1294,5176
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_academic_degree",5,1035,5175
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_academic_degree",5,1035,5175
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_date_of_death",4,1293,5172
"has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_birth",4,1293,5172
"has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth, has_academic_degree",5,1034,5170
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation",5,1034,5170
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",5,1034,5170
"has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1034,5170
"has_gender, has_spouse, has_occupation, has_award_received",4,1292,5168
"has_spouse, has_occupation, has_award_received, has_date_of_birth",4,1292,5168
"has_gender, has_spouse, has_award_received, has_date_of_birth",4,1292,5168
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language",5,1032,5160
"has_place_of_death, has_gender, has_educated_at, has_employer, has_award_received",5,1032,5160
"has_gender, has_position_held, has_educated_at, has_award_received, has_academic_degree",5,1032,5160
"has_place_of_death, has_educated_at, has_employer, has_award_received, has_date_of_death",5,1032,5160
"has_position_held, has_educated_at, has_occupation, has_award_received, has_academic_degree",5,1032,5160
"has_position_held, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",5,1032,5160
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_award_received",5,1032,5160
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",5,1032,5160
"has_place_of_death, has_educated_at, has_employer, has_award_received, has_date_of_birth",5,1032,5160
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",5,1030,5150
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",5,1029,5145
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",5,1029,5145
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",5,1029,5145
