properties,num_properties,coverage,score
"has_place_of_birth, has_field_of_work, has_employer, has_date_of_death, has_date_of_birth",5,1314,6570
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_religion",6,1095,6570
"has_gender, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1095,6570
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth, has_religion",6,1095,6570
"has_place_of_birth, has_father, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,1094,6564
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,1094,6564
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_death",6,1094,6564
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship",4,1640,6560
"has_place_of_birth, has_position_held, has_child, has_date_of_death",4,1639,6556
"has_place_of_death, has_gender, has_educated_at, has_field_of_work",4,1639,6556
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_religion",4,1639,6556
"has_place_of_death, has_educated_at, has_field_of_work, has_occupation",4,1639,6556
"has_place_of_death, has_educated_at, has_field_of_work, has_date_of_birth",4,1638,6552
"has_place_of_death, has_educated_at, has_field_of_work, has_date_of_death",4,1638,6552
"has_gender, has_country_of_citizenship, has_educated_at, has_academic_degree",4,1638,6552
"has_country_of_citizenship, has_educated_at, has_occupation, has_academic_degree",4,1638,6552
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work",4,1637,6548
"has_country_of_citizenship, has_educated_at, has_date_of_birth, has_academic_degree",4,1635,6540
"has_gender, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1308,6540
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death, has_religion",6,1090,6540
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1090,6540
"has_place_of_birth, has_father, has_position_held, has_date_of_death",4,1634,6536
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_religion",6,1089,6534
"has_place_of_birth, has_gender, has_child, has_educated_at, has_occupation, has_date_of_death",6,1089,6534
"has_place_of_birth, has_gender, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1089,6534
"has_place_of_birth, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1089,6534
"has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_date_of_birth, has_religion",6,1089,6534
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,1633,6532
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,1633,6532
"has_place_of_death, has_country_of_citizenship, has_occupation, has_cause_of_death",4,1633,6532
"has_place_of_death, has_gender, has_country_of_citizenship, has_cause_of_death",4,1633,6532
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_employer",6,1088,6528
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_religion",6,1087,6522
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,1087,6522
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,1087,6522
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_religion",6,1087,6522
"has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1087,6522
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_employer, has_date_of_birth",6,1087,6522
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_birth",6,1087,6522
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_religion",6,1087,6522
"has_gender, has_spouse, has_child, has_date_of_death",4,1630,6520
"has_spouse, has_child, has_occupation, has_date_of_death",4,1630,6520
"has_spouse, has_child, has_date_of_death, has_date_of_birth",4,1630,6520
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1086,6516
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth, has_religion",6,1086,6516
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_birth, has_religion",6,1086,6516
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",4,1628,6512
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",6,1085,6510
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",6,1085,6510
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer",6,1085,6510
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_country_of_citizenship",5,1301,6505
"has_gender, has_father, has_country_of_citizenship, has_child",4,1626,6504
"has_father, has_country_of_citizenship, has_child, has_occupation",4,1626,6504
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_employer",6,1084,6504
"has_place_of_death, has_father, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1083,6498
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",6,1083,6498
"has_place_of_death, has_gender, has_father, has_occupation, has_award_received, has_date_of_birth",6,1083,6498
"has_place_of_death, has_gender, has_father, has_award_received, has_date_of_death, has_date_of_birth",6,1083,6498
"has_place_of_death, has_gender, has_father, has_occupation, has_award_received, has_date_of_death",6,1083,6498
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",6,1083,6498
"has_father, has_country_of_citizenship, has_child, has_date_of_birth",4,1624,6496
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_cause_of_death",4,1624,6496
"has_place_of_birth, has_gender, has_child, has_educated_at, has_date_of_birth",5,1299,6495
"has_place_of_birth, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1299,6495
"has_place_of_birth, has_gender, has_child, has_educated_at, has_occupation",5,1299,6495
"has_place_of_birth, has_educated_at, has_occupation, has_academic_degree",4,1623,6492
"has_place_of_birth, has_gender, has_educated_at, has_academic_degree",4,1623,6492
"has_place_of_birth, has_position_held, has_date_of_death, has_date_of_birth, has_religion",5,1298,6490
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_religion",5,1298,6490
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_religion",5,1298,6490
"has_place_of_birth, has_educated_at, has_date_of_birth, has_academic_degree",4,1622,6488
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,1081,6486
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death",6,1081,6486
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,1081,6486
"has_gender, has_position_held, has_field_of_work, has_occupation, has_date_of_death",5,1297,6485
"has_place_of_birth, has_place_of_death, has_father, has_award_received, has_date_of_death, has_date_of_birth",6,1080,6480
"has_place_of_birth, has_place_of_death, has_father, has_occupation, has_award_received, has_date_of_birth",6,1080,6480
"has_place_of_birth, has_place_of_death, has_father, has_occupation, has_award_received, has_date_of_death",6,1080,6480
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_award_received, has_date_of_death",6,1080,6480
"has_position_held, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,1296,6480
"has_gender, has_position_held, has_field_of_work, has_date_of_death, has_date_of_birth",5,1296,6480
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_award_received, has_date_of_birth",6,1080,6480
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_occupation, has_award_received",6,1080,6480
"has_place_of_death, has_gender, has_position_held, has_employer",4,1613,6452
"has_place_of_death, has_position_held, has_employer, has_date_of_birth",4,1613,6452
"has_place_of_death, has_position_held, has_occupation, has_employer",4,1613,6452
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_educated_at, has_date_of_death",6,1075,6450
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_educated_at, has_occupation",6,1075,6450
"has_place_of_birth, has_place_of_death, has_father, has_educated_at, has_occupation, has_date_of_death",6,1075,6450
"has_place_of_death, has_father, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1075,6450
"has_place_of_birth, has_place_of_death, has_father, has_educated_at, has_occupation, has_date_of_birth",6,1075,6450
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",6,1075,6450
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_educated_at, has_date_of_birth",6,1075,6450
"has_place_of_death, has_gender, has_father, has_educated_at, has_occupation, has_date_of_birth",6,1075,6450
"has_place_of_death, has_gender, has_father, has_educated_at, has_occupation, has_date_of_death",6,1075,6450
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1075,6450
"has_place_of_birth, has_place_of_death, has_father, has_educated_at, has_date_of_death, has_date_of_birth",6,1075,6450
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",6,1075,6450
"has_place_of_death, has_gender, has_father, has_educated_at, has_date_of_death, has_date_of_birth",6,1075,6450
"has_place_of_death, has_position_held, has_employer, has_date_of_death",4,1612,6448
"has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_religion",5,1289,6445
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_religion",5,1289,6445
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_religion",5,1289,6445
"has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_death",5,1289,6445
"has_gender, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death",5,1289,6445
"has_gender, has_mother, has_occupation, has_date_of_death",4,1611,6444
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_religion",6,1074,6444
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_religion",6,1074,6444
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_religion",6,1074,6444
"has_place_of_death, has_gender, has_father, has_spouse, has_occupation",5,1288,6440
"has_place_of_death, has_gender, has_father, has_spouse, has_date_of_birth",5,1288,6440
"has_mother, has_occupation, has_date_of_death, has_date_of_birth",4,1610,6440
"has_place_of_death, has_gender, has_father, has_spouse, has_date_of_death",5,1288,6440
"has_gender, has_mother, has_date_of_death, has_date_of_birth",4,1610,6440
"has_place_of_death, has_father, has_spouse, has_occupation, has_date_of_death",5,1288,6440
"has_place_of_death, has_father, has_spouse, has_occupation, has_date_of_birth",5,1288,6440
"has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death, has_date_of_birth",5,1288,6440
"has_place_of_death, has_father, has_spouse, has_date_of_death, has_date_of_birth",5,1288,6440
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death",6,1072,6432
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death, has_religion",6,1072,6432
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1072,6432
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",6,1072,6432
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",6,1072,6432
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_religion",6,1072,6432
"has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1072,6432
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation",5,1286,6430
"has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_death",5,1286,6430
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received",5,1286,6430
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received",5,1286,6430
"has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,1286,6430
"has_place_of_birth, has_place_of_death, has_position_held, has_employer",4,1607,6428
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_academic_degree",4,1607,6428
"has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth",5,1285,6425
"has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",5,1285,6425
"has_father, has_child, has_occupation, has_date_of_death",4,1606,6424
"has_gender, has_father, has_child, has_date_of_death",4,1606,6424
"has_father, has_child, has_date_of_death, has_date_of_birth",4,1605,6420
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_award_received",5,1283,6415
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1282,6410
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",5,1282,6410
"has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",5,1282,6410
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1066,6396
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death",6,1066,6396
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death",6,1066,6396
"has_place_of_death, has_country_of_citizenship, has_position_held, has_employer",4,1598,6392
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death",5,1277,6385
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",5,1277,6385
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_birth",6,1064,6384
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received",6,1064,6384
"has_place_of_death, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,1064,6384
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_death",6,1064,6384
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer",6,1064,6384
"has_place_of_death, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1064,6384
"has_place_of_death, has_father, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,1064,6384
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer",6,1064,6384
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer, has_date_of_birth",6,1064,6384
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at",5,1276,6380
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_occupation",5,1276,6380
"has_place_of_birth, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",5,1276,6380
"has_gender, has_spouse, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1063,6378
"has_place_of_death, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1062,6372
"has_place_of_death, has_gender, has_child, has_educated_at, has_occupation, has_date_of_birth",6,1062,6372
"has_place_of_death, has_gender, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1062,6372
"has_place_of_death, has_gender, has_child, has_educated_at, has_occupation, has_date_of_death",6,1062,6372
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_award_received, has_date_of_death",6,1061,6366
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_occupation, has_award_received",6,1061,6366
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_award_received",6,1061,6366
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_educated_at, has_occupation",6,1061,6366
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_educated_at, has_date_of_death",6,1061,6366
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_educated_at, has_date_of_birth",6,1061,6366
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_award_received, has_date_of_birth",6,1061,6366
"has_place_of_birth, has_place_of_death, has_child, has_educated_at, has_occupation, has_date_of_death",6,1061,6366
"has_place_of_birth, has_place_of_death, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1061,6366
"has_place_of_birth, has_place_of_death, has_child, has_educated_at, has_occupation, has_date_of_birth",6,1061,6366
"has_gender, has_position_held, has_educated_at, has_employer",4,1591,6364
"has_position_held, has_educated_at, has_occupation, has_employer",4,1591,6364
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse",5,1272,6360
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_date_of_birth",5,1272,6360
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_occupation",5,1272,6360
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_date_of_death",5,1272,6360
"has_position_held, has_educated_at, has_employer, has_date_of_birth",4,1589,6356
"has_gender, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1059,6354
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received",6,1058,6348
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1057,6342
"has_gender, has_educated_at, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1057,6342
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1057,6342
"has_gender, has_position_held, has_field_of_work, has_occupation",4,1585,6340
"has_gender, has_spouse, has_award_received, has_date_of_death, has_date_of_birth",5,1268,6340
"has_gender, has_spouse, has_occupation, has_award_received, has_date_of_death",5,1268,6340
"has_spouse, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1268,6340
"has_gender, has_father, has_spouse, has_child, has_occupation, has_date_of_birth",6,1056,6336
"has_position_held, has_field_of_work, has_occupation, has_date_of_birth",4,1584,6336
"has_gender, has_position_held, has_field_of_work, has_date_of_birth",4,1584,6336
"has_place_of_birth, has_position_held, has_field_of_work, has_date_of_death, has_date_of_birth",5,1267,6335
"has_place_of_birth, has_position_held, has_field_of_work, has_occupation, has_date_of_death",5,1267,6335
"has_place_of_birth, has_gender, has_position_held, has_field_of_work, has_date_of_death",5,1267,6335
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_religion",5,1267,6335
"has_place_of_birth, has_spouse, has_child, has_date_of_death",4,1581,6324
"has_country_of_citizenship, has_position_held, has_educated_at, has_employer",4,1581,6324
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1053,6318
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1053,6318
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_award_received",6,1053,6318
"has_place_of_birth, has_spouse, has_award_received, has_date_of_death, has_date_of_birth",5,1263,6315
"has_place_of_birth, has_gender, has_spouse, has_award_received, has_date_of_death",5,1263,6315
"has_place_of_birth, has_spouse, has_occupation, has_award_received, has_date_of_death",5,1263,6315
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received",6,1052,6312
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1052,6312
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received",6,1052,6312
"has_place_of_birth, has_position_held, has_educated_at, has_employer",4,1577,6308
"has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,1050,6300
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth",6,1050,6300
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at",6,1050,6300
"has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",6,1050,6300
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death",6,1050,6300
"has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,1050,6300
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_occupation",6,1050,6300
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_birth",6,1050,6300
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation",6,1050,6300
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death",6,1050,6300
"has_place_of_death, has_father, has_position_held, has_date_of_death",4,1574,6296
"has_place_of_death, has_father, has_position_held, has_occupation",4,1574,6296
"has_place_of_death, has_gender, has_father, has_position_held",4,1574,6296
"has_place_of_death, has_father, has_position_held, has_date_of_birth",4,1574,6296
"has_place_of_birth, has_father, has_country_of_citizenship, has_child",4,1573,6292
"has_place_of_death, has_gender, has_position_held, has_child",4,1568,6272
"has_place_of_death, has_position_held, has_child, has_date_of_birth",4,1568,6272
"has_place_of_death, has_position_held, has_child, has_occupation",4,1568,6272
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_award_received",6,1045,6270
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_occupation, has_date_of_death",6,1045,6270
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",6,1045,6270
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1045,6270
"has_place_of_birth, has_spouse, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1045,6270
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_date_of_death, has_date_of_birth",6,1045,6270
"has_place_of_death, has_position_held, has_child, has_date_of_death",4,1567,6268
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work",4,1566,6264
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1043,6258
"has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,1251,6255
"has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,1251,6255
"has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death",5,1251,6255
"has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",4,1563,6252
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received",6,1042,6252
"has_field_of_work, has_occupation, has_award_received, has_date_of_death",4,1563,6252
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1042,6252
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1042,6252
"has_gender, has_field_of_work, has_award_received, has_date_of_death",4,1563,6252
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1042,6252
"has_place_of_birth, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1250,6250
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1041,6246
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1041,6246
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation",6,1041,6246
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death",6,1041,6246
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",6,1041,6246
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth",6,1041,6246
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1041,6246
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1041,6246
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",6,1040,6240
"has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death",6,1040,6240
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death",6,1040,6240
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation",6,1040,6240
"has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_birth",6,1040,6240
"has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death, has_date_of_birth",6,1040,6240
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_occupation",6,1039,6234
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",6,1039,6234
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_educated_at, has_date_of_death",6,1039,6234
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_educated_at",6,1039,6234
"has_place_of_death, has_occupation, has_employer, has_award_received",4,1558,6232
"has_place_of_death, has_gender, has_employer, has_award_received",4,1558,6232
"has_place_of_death, has_employer, has_award_received, has_date_of_birth",4,1558,6232
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death",5,1246,6230
"has_place_of_death, has_employer, has_award_received, has_date_of_death",4,1557,6228
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1036,6216
"has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1036,6216
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1036,6216
"has_place_of_death, has_country_of_citizenship, has_employer, has_award_received",4,1554,6216
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1035,6210
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1035,6210
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1035,6210
"has_place_of_birth, has_place_of_death, has_employer, has_award_received",4,1552,6208
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,1034,6204
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1034,6204
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1034,6204
"has_gender, has_father, has_spouse, has_occupation",4,1551,6204
"has_place_of_death, has_gender, has_position_held, has_date_of_birth, has_religion",5,1240,6200
"has_place_of_death, has_gender, has_position_held, has_occupation, has_religion",5,1240,6200
"has_place_of_death, has_gender, has_position_held, has_date_of_death, has_religion",5,1240,6200
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_death",4,1550,6200
"has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_religion",5,1240,6200
"has_place_of_death, has_position_held, has_occupation, has_date_of_birth, has_religion",5,1240,6200
"has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth, has_religion",5,1240,6200
"has_place_of_birth, has_place_of_death, has_father, has_position_held",4,1550,6200
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received",6,1033,6198
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",6,1033,6198
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received",6,1033,6198
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",6,1033,6198
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",6,1033,6198
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",6,1033,6198
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language",6,1033,6198
