properties,num_properties,coverage,score
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_award_received",6,1225,7350
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",6,1225,7350
"has_place_of_birth, has_gender, has_father, has_spouse, has_country_of_citizenship, has_position_held, has_occupation",7,1049,7343
"has_gender, has_mother, has_date_of_death, has_date_of_birth",4,1835,7340
"has_mother, has_occupation, has_date_of_death, has_date_of_birth",4,1835,7340
"has_place_of_birth, has_father, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",7,1048,7336
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_occupation",7,1048,7336
"has_place_of_birth, has_gender, has_father, has_spouse, has_country_of_citizenship, has_position_held, has_date_of_birth",7,1048,7336
"has_place_of_birth, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1466,7330
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_child, has_date_of_birth",7,1047,7329
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1047,7329
"has_gender, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1046,7322
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_child",6,1220,7320
"has_place_of_birth, has_gender, has_mother, has_position_held, has_occupation, has_date_of_birth",6,1218,7308
"has_place_of_birth, has_field_of_work, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1218,7308
"has_place_of_birth, has_gender, has_field_of_work, has_native_language, has_occupation, has_date_of_death",6,1218,7308
"has_place_of_birth, has_gender, has_field_of_work, has_native_language, has_date_of_death, has_date_of_birth",6,1218,7308
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1460,7300
"has_gender, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1460,7300
"has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1460,7300
"has_place_of_birth, has_gender, has_father, has_spouse",4,1824,7296
"has_place_of_death, has_gender, has_spouse, has_award_received",4,1824,7296
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_death, has_date_of_birth",6,1216,7296
"has_place_of_death, has_spouse, has_occupation, has_award_received",4,1824,7296
"has_place_of_death, has_spouse, has_award_received, has_date_of_death",4,1824,7296
"has_place_of_death, has_spouse, has_award_received, has_date_of_birth",4,1824,7296
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation, has_date_of_death",6,1216,7296
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_death",6,1216,7296
"has_place_of_birth, has_father, has_spouse, has_occupation",4,1824,7296
"has_father, has_country_of_citizenship, has_child, has_date_of_death",4,1822,7288
"has_place_of_birth, has_father, has_spouse, has_date_of_birth",4,1822,7288
"has_father, has_native_language, has_date_of_death, has_date_of_birth",4,1821,7284
"has_gender, has_father, has_native_language, has_date_of_death",4,1821,7284
"has_place_of_birth, has_gender, has_mother, has_occupation, has_award_received, has_date_of_birth",6,1214,7284
"has_father, has_native_language, has_occupation, has_date_of_death",4,1821,7284
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_occupation",5,1456,7280
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_date_of_death",5,1456,7280
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1040,7280
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship",5,1456,7280
"has_gender, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1455,7275
"has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_date_of_birth",5,1455,7275
"has_father, has_country_of_citizenship, has_native_language, has_date_of_death",4,1818,7272
"has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1038,7266
"has_place_of_birth, has_place_of_death, has_spouse, has_award_received",4,1816,7264
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation",6,1209,7254
"has_place_of_death, has_spouse, has_country_of_citizenship, has_award_received",4,1812,7248
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",6,1207,7242
"has_father, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1207,7242
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation",6,1207,7242
"has_gender, has_spouse, has_position_held, has_occupation, has_award_received",5,1448,7240
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_occupation",6,1206,7236
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer",5,1447,7235
"has_gender, has_spouse, has_position_held, has_award_received, has_date_of_birth",5,1447,7235
"has_spouse, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,1447,7235
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1205,7230
"has_place_of_birth, has_gender, has_mother, has_spouse, has_occupation, has_date_of_birth",6,1205,7230
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_date_of_birth",6,1205,7230
"has_gender, has_spouse, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_mother, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_award_received",6,1204,7224
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_award_received, has_date_of_birth",6,1204,7224
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_date_of_death",5,1444,7220
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_occupation",5,1444,7220
"has_place_of_birth, has_gender, has_field_of_work, has_award_received, has_date_of_death",5,1444,7220
"has_gender, has_spouse, has_position_held, has_date_of_death",4,1805,7220
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1444,7220
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1444,7220
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse",5,1444,7220
"has_spouse, has_position_held, has_occupation, has_date_of_death",4,1805,7220
"has_gender, has_father, has_mother, has_position_held, has_occupation, has_date_of_birth",6,1203,7218
"has_gender, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,1031,7217
"has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1031,7217
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,1031,7217
"has_spouse, has_position_held, has_date_of_death, has_date_of_birth",4,1804,7216
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",5,1443,7215
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_date_of_birth",5,1443,7215
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",5,1443,7215
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",5,1443,7215
"has_place_of_death, has_position_held, has_educated_at, has_native_language",4,1803,7212
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth, has_notable_work",6,1202,7212
"has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1202,7212
"has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,1442,7210
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,1030,7210
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_award_received",5,1442,7210
"has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",4,1802,7208
"has_gender, has_mother, has_country_of_citizenship, has_date_of_death",4,1802,7208
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",6,1201,7206
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",6,1201,7206
"has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1201,7206
"has_spouse, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,1441,7205
"has_place_of_birth, has_spouse, has_position_held, has_occupation, has_award_received",5,1440,7200
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_cause_of_death",6,1200,7200
"has_place_of_birth, has_spouse, has_position_held, has_award_received, has_date_of_birth",5,1440,7200
"has_place_of_birth, has_father, has_native_language, has_date_of_death",4,1800,7200
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_award_received",5,1440,7200
"has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1028,7196
"has_gender, has_father, has_mother, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",7,1028,7196
"has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",4,1799,7196
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1199,7194
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1199,7194
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_cause_of_death",6,1199,7194
"has_place_of_birth, has_father, has_spouse, has_country_of_citizenship",4,1796,7184
"has_place_of_birth, has_gender, has_spouse, has_native_language, has_award_received, has_date_of_birth",6,1197,7182
"has_place_of_birth, has_spouse, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1197,7182
"has_place_of_birth, has_gender, has_spouse, has_native_language, has_occupation, has_award_received",6,1197,7182
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1026,7182
"has_place_of_death, has_position_held, has_child, has_award_received",4,1794,7176
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_award_received",5,1434,7170
"has_gender, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1024,7168
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,1024,7168
"has_gender, has_father, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1024,7168
"has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1024,7168
"has_gender, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1024,7168
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",6,1194,7164
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",6,1194,7164
"has_spouse, has_country_of_citizenship, has_position_held, has_date_of_death",4,1791,7164
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_award_received",6,1194,7164
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_birth",7,1023,7161
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",7,1023,7161
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1023,7161
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_native_language, has_occupation",7,1023,7161
"has_place_of_birth, has_spouse, has_child, has_date_of_death",4,1790,7160
"has_gender, has_father, has_position_held, has_child, has_occupation",5,1432,7160
"has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_death",6,1192,7152
"has_gender, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_death",6,1192,7152
"has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",6,1192,7152
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_death",6,1192,7152
"has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_occupation",6,1192,7152
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1021,7147
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_death",6,1191,7146
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_employer",5,1429,7145
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",5,1429,7145
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_employer",5,1429,7145
"has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_birth",5,1428,7140
"has_father, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",6,1190,7140
"has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_date_of_birth",6,1190,7140
"has_place_of_birth, has_position_held, has_educated_at, has_employer, has_date_of_birth",5,1428,7140
"has_gender, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_birth",5,1428,7140
"has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,1428,7140
"has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",5,1428,7140
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",7,1020,7140
"has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,1428,7140
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",7,1020,7140
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",7,1020,7140
"has_gender, has_father, has_position_held, has_child, has_date_of_birth",5,1428,7140
"has_father, has_position_held, has_child, has_occupation, has_date_of_birth",5,1428,7140
"has_gender, has_father, has_educated_at, has_date_of_death, has_date_of_birth",5,1427,7135
"has_gender, has_father, has_educated_at, has_occupation, has_date_of_death",5,1427,7135
"has_father, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1427,7135
"has_gender, has_spouse, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1019,7133
"has_gender, has_father, has_mother, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1019,7133
"has_place_of_birth, has_gender, has_father, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,1019,7133
"has_place_of_birth, has_father, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1019,7133
"has_place_of_birth, has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_death",7,1019,7133
"has_father, has_position_held, has_award_received, has_date_of_death",4,1783,7132
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_employer",5,1426,7130
"has_place_of_birth, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1018,7126
"has_place_of_birth, has_gender, has_father, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1018,7126
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",7,1018,7126
"has_place_of_birth, has_gender, has_father, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1018,7126
"has_place_of_birth, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1018,7126
"has_place_of_birth, has_gender, has_mother, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1018,7126
"has_place_of_birth, has_father, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1018,7126
"has_gender, has_father, has_mother, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1017,7119
"has_place_of_death, has_spouse, has_child, has_occupation",4,1779,7116
"has_place_of_death, has_gender, has_spouse, has_child",4,1779,7116
"has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",5,1423,7115
"has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",5,1423,7115
"has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,1423,7115
"has_place_of_death, has_spouse, has_child, has_date_of_death",4,1778,7112
"has_father, has_country_of_citizenship, has_position_held, has_child, has_occupation",5,1422,7110
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_child",5,1422,7110
"has_place_of_death, has_spouse, has_child, has_date_of_birth",4,1777,7108
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",7,1015,7105
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1184,7104
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death, has_cause_of_death",6,1184,7104
"has_gender, has_child, has_educated_at, has_date_of_birth",4,1776,7104
"has_child, has_educated_at, has_occupation, has_date_of_birth",4,1776,7104
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1184,7104
"has_gender, has_child, has_educated_at, has_occupation",4,1776,7104
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_birth, has_cause_of_death",6,1184,7104
"has_place_of_death, has_gender, has_mother, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1014,7098
"has_gender, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1014,7098
"has_place_of_birth, has_gender, has_employer, has_award_received, has_date_of_death",5,1419,7095
"has_place_of_birth, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,1419,7095
"has_place_of_birth, has_occupation, has_employer, has_award_received, has_date_of_death",5,1419,7095
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_birth, has_notable_work",6,1182,7092
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_occupation",6,1182,7092
"has_father, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",5,1418,7090
"has_place_of_birth, has_father, has_educated_at, has_date_of_death, has_date_of_birth",5,1418,7090
"has_place_of_birth, has_father, has_educated_at, has_occupation, has_date_of_death",5,1418,7090
"has_place_of_birth, has_gender, has_father, has_educated_at, has_date_of_death",5,1418,7090
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth, has_notable_work",6,1181,7086
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_notable_work",6,1181,7086
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth, has_notable_work",6,1181,7086
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1181,7086
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_cause_of_death",6,1181,7086
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_date_of_birth",6,1181,7086
"has_father, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,1417,7085
"has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death",5,1417,7085
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_country_of_citizenship",5,1417,7085
"has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,1417,7085
"has_place_of_birth, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,1012,7084
"has_place_of_birth, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,1012,7084
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1012,7084
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_death",7,1012,7084
"has_place_of_death, has_gender, has_field_of_work, has_native_language, has_date_of_death, has_date_of_birth",6,1180,7080
"has_place_of_death, has_gender, has_field_of_work, has_native_language, has_occupation, has_date_of_death",6,1180,7080
"has_place_of_death, has_gender, has_field_of_work, has_native_language, has_occupation, has_date_of_birth",6,1180,7080
"has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_birth",6,1180,7080
"has_place_of_death, has_field_of_work, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1180,7080
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_date_of_birth",7,1011,7077
"has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1011,7077
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",7,1011,7077
"has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",7,1011,7077
"has_country_of_citizenship, has_child, has_educated_at, has_occupation",4,1768,7072
"has_country_of_citizenship, has_child, has_educated_at, has_date_of_birth",4,1768,7072
"has_gender, has_country_of_citizenship, has_child, has_educated_at",4,1768,7072
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_occupation, has_date_of_death",7,1010,7070
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",5,1414,7070
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation, has_date_of_death",6,1178,7068
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_death, has_date_of_birth",6,1178,7068
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation, has_date_of_birth",6,1178,7068
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation",6,1178,7068
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_death",6,1178,7068
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_native_language, has_date_of_birth",6,1178,7068
"has_gender, has_educated_at, has_employer, has_award_received",4,1766,7064
"has_educated_at, has_occupation, has_employer, has_award_received",4,1766,7064
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_death",7,1009,7063
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_occupation, has_date_of_birth",7,1009,7063
"has_place_of_death, has_father, has_spouse, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1009,7063
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_employer, has_date_of_death, has_date_of_birth",7,1009,7063
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_date_of_death, has_date_of_birth",7,1009,7063
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1009,7063
"has_place_of_death, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_death",6,1176,7056
"has_place_of_death, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received",6,1176,7056
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_native_language, has_award_received",6,1176,7056
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_award_received",6,1176,7056
"has_place_of_death, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1176,7056
"has_place_of_death, has_gender, has_father, has_native_language",4,1763,7052
"has_place_of_death, has_father, has_native_language, has_date_of_death",4,1763,7052
"has_place_of_death, has_father, has_native_language, has_date_of_birth",4,1763,7052
"has_place_of_death, has_father, has_native_language, has_occupation",4,1763,7052
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_native_language, has_award_received",6,1175,7050
"has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1175,7050
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,1007,7049
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,1007,7049
"has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",7,1007,7049
"has_spouse, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1007,7049
"has_country_of_citizenship, has_educated_at, has_employer, has_award_received",4,1762,7048
"has_gender, has_native_language, has_occupation, has_employer",4,1762,7048
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received",6,1174,7044
"has_father, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1006,7042
"has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",7,1006,7042
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",7,1006,7042
"has_place_of_birth, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death",5,1408,7040
"has_place_of_birth, has_spouse, has_position_held, has_date_of_death",4,1760,7040
"has_place_of_death, has_father, has_country_of_citizenship, has_native_language",4,1760,7040
"has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",6,1173,7038
"has_gender, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",6,1173,7038
"has_educated_at, has_employer, has_award_received, has_date_of_birth",4,1759,7036
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",7,1005,7035
"has_gender, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1005,7035
"has_place_of_death, has_gender, has_father, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_birth",7,1005,7035
"has_place_of_death, has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_death",7,1005,7035
"has_place_of_birth, has_mother, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",7,1005,7035
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",7,1005,7035
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",7,1005,7035
"has_place_of_death, has_gender, has_father, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_father, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_father, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1005,7035
"has_place_of_death, has_father, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1005,7035
"has_place_of_death, has_father, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1005,7035
"has_place_of_death, has_gender, has_father, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1005,7035
"has_place_of_death, has_gender, has_father, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1005,7035
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",7,1005,7035
